년월일,업무구분,공장구분,HEAT_NO,LOT_NO,PON,공정순위,주조구분,재료코드,강종그룹,강종코드,사내강종명,사내강종명(제강),구)사내강종명,강종,품목,형상,용도,표면,열처리,폭,외경,내경,수요가,수요가명,수주번호,수주행번,생산의뢰번호,강관소재여부,발생일자,발생구분,발생공정,발생공정명,발생수량,발생중량,원인공정,원인공정명,이상구분,이상코드,이상코드명,이상분류,이상구분,상태코드,조치코드,조치코드명,조치일자,원인공정_작업조,출탕완료일시,주조완료일시,검사완료일시,초말구분,CAST내_수,CAST내_순,STRAND_NO,STRAND_SEQ,지시GR_종류,생산GR_종류,생산GR공정,GR_일자,압연공정1,압연일자1,압연외경1,압연폭1,압연공정2,압연일자2,압연외경2,압연폭2,압연공정3,압연일자3,압연외경3,압연폭3,압연공정4,압연일자4,압연외경4,압연폭4,최종압연공정,최종압연일자,제품압연작업조,생성일시,HCR,투입중량,주설비구분
2024-05-25,2,9,S57531,B440597002,D24W5W0424,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PK,SL,11.5,11.5,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D990602251,300,D24W05W1820,N,2024-05-25,3,9W91,산세,1,600,2Z00,2제강,2,S11,종크랙,제품불량,표면,4,JR,폐기,2024-05-25,,2024-04-30,2024-04-30,2024-05-02,,2,1,,,A,A,8301,2024-05-09,8100,2024-05-15,11.5,0,,,0,0,,,0,0,,,0,0,8100,2024-05-15,D,2024-06-02,,,W
2024-04-26,2,9,S56871,B430565005,D24W4W0274,90,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,6.5,6.5,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2024040043,018,D24W04W0316,N,2024-04-26,3,9W91,산세,1,718,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-04-26,,2024-03-01,2024-03-01,2024-03-02,,4,3,1,3,A,A,8301,2024-04-03,8100,2024-04-12,6.5,0,,,0,0,,,0,0,,,0,0,8100,2024-04-12,D,2024-05-03,,,W
2024-04-26,2,9,S56871,B430565005,D24W4W0274,90,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,6.5,6.5,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2024040043,018,D24W04W0316,N,2024-04-26,3,9W91,산세,1,718,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-04-26,,2024-03-01,2024-03-01,2024-03-02,,4,3,1,3,A,A,8301,2024-04-03,8100,2024-04-12,6.5,0,,,0,0,,,0,0,,,0,0,8100,2024-04-12,D,2024-05-03,,,W
2024-04-26,2,9,S56870,B430581305,D24W4W0411,90,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,10,10,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D990601512,50,D24W04W0286,N,2024-04-26,3,9W91,산세,1,703,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-04-26,,2024-03-01,2024-03-01,2024-03-02,,4,2,6,11,A,A,8301,2024-04-09,8100,2024-04-16,10,0,,,0,0,,,0,0,,,0,0,8100,2024-04-16,C,2024-05-03,,,W
2024-04-26,2,9,S56870,B430581305,D24W4W0411,90,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,10,10,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D990601512,50,D24W04W0286,N,2024-04-26,3,9W91,산세,1,702,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-04-26,,2024-03-01,2024-03-01,2024-03-02,,4,2,6,11,A,A,8301,2024-04-09,8100,2024-04-16,10,0,,,0,0,,,0,0,,,0,0,8100,2024-04-16,C,2024-05-03,,,W
2024-04-26,2,9,S56869,B430614102,D24W4W1172,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,21,21,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2024040071,013,D24W04W0511,N,2024-04-26,3,9W91,산세,1,"1,319",8100,소형압연,2,S13,SEAM,제품불량,표면,4,RG,수동연마추가,2024-04-26,B,2024-03-01,2024-03-01,2024-03-02,F,4,1,3,13,A,A,8301,2024-04-20,8100,2024-04-23,21,0,,,0,0,,,0,0,,,0,0,8100,2024-04-23,B,2024-05-03,,,C
2023-10-13,2,9,S55300,B390037909,D23W9W1486,130,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,23,23,,S1065,SEAH METAL CO. LTD,D2023090192,003,D23W09W1655,N,2023-10-13,3,9W91,산세,1,665,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-10-13,,2023-08-27,2023-08-27,2023-08-28,,4,3,1,10,D,D,8301,2023-09-03,8100,2023-09-23,23,0,,,0,0,,,0,0,,,0,0,8100,2023-09-23,A,2023-11-02,,,C
2023-10-13,2,9,S55300,B390037909,D23W9W1486,130,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,23,23,,S1065,SEAH METAL CO. LTD,D2023090192,003,D23W09W1655,N,2023-10-13,3,9W91,산세,1,664,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-10-13,,2023-08-27,2023-08-27,2023-08-28,,4,3,1,10,D,D,8301,2023-09-03,8100,2023-09-23,23,0,,,0,0,,,0,0,,,0,0,8100,2023-09-23,A,2023-11-02,,,C
2024-04-26,2,9,S56870,B430581300,D24W4W0411,90,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,10,10,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D990601512,50,D24W04W0286,N,2024-04-26,3,9W91,산세,1,711,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-04-26,,2024-03-01,2024-03-01,2024-03-02,,4,2,4,8,A,A,8301,2024-04-09,8100,2024-04-16,10,0,,,0,0,,,0,0,,,0,0,8100,2024-04-16,C,2024-05-03,,,W
2024-04-26,2,9,S56870,B430581300,D24W4W0411,90,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,10,10,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D990601512,50,D24W04W0286,N,2024-04-26,3,9W91,산세,1,710,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-04-26,,2024-03-01,2024-03-01,2024-03-02,,4,2,4,8,A,A,8301,2024-04-09,8100,2024-04-16,10,0,,,0,0,,,0,0,,,0,0,8100,2024-04-16,C,2024-05-03,,,W
2024-04-26,2,9,S56871,B430564802,D24W4W0273,90,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,6,6,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2024040043,017,D24W04W0327,N,2024-04-26,3,9W91,산세,1,721,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-04-26,,2024-03-01,2024-03-01,2024-03-02,,4,3,3,7,A,A,8301,2024-04-03,8100,2024-04-11,6,0,,,0,0,,,0,0,,,0,0,8100,2024-04-11,A,2024-05-03,,,W
2024-04-26,2,9,S56871,B430564802,D24W4W0273,90,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,6,6,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2024040043,017,D24W04W0327,N,2024-04-26,3,9W91,산세,1,720,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-04-26,,2024-03-01,2024-03-01,2024-03-02,,4,3,3,7,A,A,8301,2024-04-03,8100,2024-04-11,6,0,,,0,0,,,0,0,,,0,0,8100,2024-04-11,A,2024-05-03,,,W
2024-03-26,2,9,S56872,B430161300,D24W3W0544,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PK,SL,11.5,11.5,,S0835,"EUN SUNG WIRE LTD.,CO",D2024030090,007,D24W03W1367,N,2024-03-26,3,9W91,산세,1,125,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2024-03-26,,2024-03-01,2024-03-01,2024-03-02,,4,4,5,10,A,A,8301,2024-03-11,8100,2024-03-21,11.5,0,,,0,0,,,0,0,,,0,0,8100,2024-03-21,D,2024-04-02,,,W
2024-04-27,2,9,S56869,B430614003,D24W4W1171,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,21,21,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2024040071,013,D24W04W0511,N,2024-04-27,3,9W91,산세,1,635,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-04-27,,2024-03-01,2024-03-01,2024-03-02,F,4,1,3,1,D,D,8301,2024-04-21,8100,2024-04-23,21,0,,,0,0,,,0,0,,,0,0,8100,2024-04-23,B,2024-05-03,,,C
2024-04-27,2,9,S56869,B430614003,D24W4W1171,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,21,21,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2024040071,013,D24W04W0511,N,2024-04-27,3,9W91,산세,1,634,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-04-27,,2024-03-01,2024-03-01,2024-03-02,F,4,1,3,1,D,D,8301,2024-04-21,8100,2024-04-23,21,0,,,0,0,,,0,0,,,0,0,8100,2024-04-23,B,2024-05-03,,,C
2023-09-18,2,9,S54745,B360553701,D23W8W1197,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,26,26,,S0808,TPLEX.CO.Ltd.,D2023080148,011,D23W08W0534,N,2023-09-11,3,9W91,산세,1,"1,257",2Z00,2제강,2,S11,종크랙,제품불량,표면,4,RG,수동연마추가,2023-09-18,,2023-06-26,2023-06-26,2023-06-27,,3,2,4,3,A,A,8301,2023-08-25,8100,2023-08-28,26,0,,,0,0,,,0,0,,,0,0,8100,2023-08-28,C,2023-10-05,,,C
2024-05-29,2,9,S56869,B430646702,D24W5W0902,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,13.5,13.5,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D990602251,150,D24W05W1747,N,2024-05-29,3,9W91,산세,1,150,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2024-05-29,,2024-03-01,2024-03-01,2024-03-02,,4,1,3,12,A,A,8301,2024-05-16,8100,2024-05-20,13.5,0,,,0,0,,,0,0,,,0,0,8100,2024-05-20,B,2024-06-02,,,W
2024-05-29,2,9,S56869,B430646702,D24W5W0902,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,13.5,13.5,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D990602251,150,D24W05W1747,N,2024-05-29,3,9W91,산세,1,150,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2024-05-29,,2024-03-01,2024-03-01,2024-03-02,,4,1,3,12,A,A,8301,2024-05-16,8100,2024-05-20,13.5,0,,,0,0,,,0,0,,,0,0,8100,2024-05-20,B,2024-06-02,,,W
2024-03-26,2,9,S56872,B430161300,D24W3W0544,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PK,SL,11.5,11.5,,S0835,"EUN SUNG WIRE LTD.,CO",D2024030090,007,D24W03W1367,N,2024-03-26,3,9W91,산세,1,125,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2024-03-26,,2024-03-01,2024-03-01,2024-03-02,,4,4,5,10,A,A,8301,2024-03-11,8100,2024-03-21,11.5,0,,,0,0,,,0,0,,,0,0,8100,2024-03-21,D,2024-04-02,,,W
2023-10-31,2,9,S55298,B380528605,D23WAW0810,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,14.5,14.5,,S1065,SEAH METAL CO. LTD,D2023100041,030,D23W10W0219,N,2023-10-31,3,9W91,산세,1,670,2T00,2제강,2,S13,SEAM,제품불량,표면,4,RG,수동연마추가,2023-10-31,,2023-08-26,2023-08-27,2023-08-28,F,4,1,2,1,D,D,8301,2023-10-12,8100,2023-10-28,14.5,0,,,0,0,,,0,0,,,0,0,8100,2023-10-28,B,2023-11-02,,,W
2023-10-31,2,9,S55298,B380528605,D23WAW0810,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,14.5,14.5,,S1065,SEAH METAL CO. LTD,D2023100041,030,D23W10W0219,N,2023-10-31,3,9W91,산세,1,669,8T00,소형압연,2,S13,SEAM,제품불량,표면,4,RG,수동연마추가,2023-10-31,,2023-08-26,2023-08-27,2023-08-28,F,4,1,2,1,D,D,8301,2023-10-12,8100,2023-10-28,14.5,0,,,0,0,,,0,0,,,0,0,8100,2023-10-28,B,2023-11-02,,,W
2023-10-31,2,9,S55298,B380528300,D23WAW0807,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,13.5,13.5,,S1065,SEAH METAL CO. LTD,D2023100111,004,D23W10W1087,N,2023-10-31,3,9W91,산세,1,100,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-10-31,,2023-08-26,2023-08-27,2023-08-28,F,4,1,6,8,A,A,8301,2023-10-11,8100,2023-10-27,13.5,0,,,0,0,,,0,0,,,0,0,8100,2023-10-27,C,2023-11-02,,,W
2023-10-31,2,9,S55298,B380528300,D23WAW0807,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,13.5,13.5,,S1065,SEAH METAL CO. LTD,D2023100111,004,D23W10W1087,N,2023-10-31,3,9W91,산세,1,100,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-10-31,,2023-08-26,2023-08-27,2023-08-28,F,4,1,6,8,A,A,8301,2023-10-11,8100,2023-10-27,13.5,0,,,0,0,,,0,0,,,0,0,8100,2023-10-27,C,2023-11-02,,,W
2023-10-31,2,9,S55017,B370546401,D23WAW0712,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,12.5,12.5,,S1065,SEAH METAL CO. LTD,D2023100111,003,D23W10W1076,N,2023-10-31,3,9W91,산세,1,692,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-10-31,,2023-07-20,2023-07-20,2023-07-24,F,2,1,3,3,A,A,8301,2023-10-09,8100,2023-10-26,12.5,0,,,0,0,,,0,0,,,0,0,8100,2023-10-26,C,2023-11-02,,,W
2023-04-15,2,9,S53405,B330728900,D23W4W0214,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,10,10,,S1065,SEAH METAL CO. LTD,D2023040204,038,D23W04W1137,N,2023-04-15,3,9W91,산세,1,737,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-04-15,,2023-02-27,2023-02-27,2023-03-02,,4,2,,,A,A,8301,2023-04-08,8100,2023-04-14,10,0,,,0,0,,,0,0,,,0,0,8100,2023-04-14,A,2023-05-03,,,W
2023-04-15,2,9,S53405,B330728900,D23W4W0214,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,10,10,,S1065,SEAH METAL CO. LTD,D2023040204,038,D23W04W1137,N,2023-04-15,3,9W91,산세,1,736,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-04-15,,2023-02-27,2023-02-27,2023-03-02,,4,2,,,A,A,8301,2023-04-08,8100,2023-04-14,10,0,,,0,0,,,0,0,,,0,0,8100,2023-04-14,A,2023-05-03,,,W
2023-07-28,2,9,S54434,B350572900,D23W7W1165,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,31,31,,S0808,TPLEX.CO.Ltd.,D2023070188,009,D23W07W1181,N,2023-07-28,3,9W91,산세,1,"1,200",2Z00,2제강,2,S11,종크랙,제품불량,표면,4,RG,수동연마추가,2023-07-28,,2023-05-25,2023-05-25,2023-05-26,,5,4,6,8,A,A,8301,2023-07-21,8100,2023-07-22,31,0,,,0,0,,,0,0,,,0,0,8100,2023-07-22,C,2023-08-07,,,C
2023-09-11,2,9,S54745,B360553901,D23W8W1199,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,27,27,,S1065,SEAH METAL CO. LTD,D2023080186,009,D23W08W0799,N,2023-09-11,3,9W91,산세,1,"1,333",2Z00,2제강,2,S11,종크랙,제품불량,표면,4,RG,수동연마추가,2023-09-11,,2023-06-26,2023-06-26,2023-06-27,,3,2,6,3,A,A,8301,2023-08-25,8100,2023-08-28,27,0,,,0,0,,,0,0,,,0,0,8100,2023-08-28,D,2023-10-05,,,C
2023-09-11,2,9,S54745,B360553801,D23W8W1198,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,26,26,,S1065,SEAH METAL CO. LTD,D2023080184,004,D23W08W0764,N,2023-09-11,3,9W91,산세,1,"1,246",2Z00,2제강,2,S11,종크랙,제품불량,표면,4,RG,수동연마추가,2023-09-11,,2023-06-26,2023-06-26,2023-06-27,,3,2,3,5,A,A,8301,2023-08-25,8100,2023-08-28,26,0,,,0,0,,,0,0,,,0,0,8100,2023-08-28,C,2023-10-05,,,C
2023-09-18,2,9,S54745,B360556401,D23W8W1263,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,31,31,,S0808,TPLEX.CO.Ltd.,D2023080148,012,D23W08W0554,N,2023-09-11,3,9W91,산세,1,"1,146",2Z00,2제강,2,S11,종크랙,제품불량,표면,4,RG,수동연마추가,2023-09-18,,2023-06-26,2023-06-26,2023-06-27,,3,2,1,4,A,A,8301,2023-08-25,8100,2023-08-29,31,0,,,0,0,,,0,0,,,0,0,8100,2023-08-29,D,2023-10-05,,,C
2023-03-22,2,9,S53080,B310651304,D23W3W0427,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,9.5,9.5,,S1065,SEAH METAL CO. LTD,D2023030131,049,D23W03W1394,N,2023-03-22,3,9W91,산세,1,693,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-03-22,,2023-01-31,2023-01-31,2023-02-01,,2,1,6,7,A,A,8301,2023-03-12,8100,2023-03-17,9.5,0,,,0,0,,,0,0,,,0,0,8100,2023-03-17,B,2023-04-04,,,W
2023-03-22,2,9,S53080,B310651304,D23W3W0427,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,9.5,9.5,,S1065,SEAH METAL CO. LTD,D2023030131,049,D23W03W1394,N,2023-03-22,3,9W91,산세,1,692,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-03-22,,2023-01-31,2023-01-31,2023-02-01,,2,1,6,7,A,A,8301,2023-03-12,8100,2023-03-17,9.5,0,,,0,0,,,0,0,,,0,0,8100,2023-03-17,B,2023-04-04,,,W
2023-03-14,2,9,S53080,B310646001,D23W3W0284,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,6,6,,S1065,SEAH METAL CO. LTD,D2023030131,046,D23W03W1410,N,2023-03-14,3,9W91,산세,1,738,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-03-14,,2023-01-31,2023-01-31,2023-02-01,,2,1,6,11,A,A,8301,2023-03-06,8100,2023-03-13,6,0,,,0,0,,,0,0,,,0,0,8100,2023-03-13,A,2023-04-04,,,W
2023-03-14,2,9,S53080,B310646001,D23W3W0284,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,6,6,,S1065,SEAH METAL CO. LTD,D2023030131,046,D23W03W1410,N,2023-03-14,3,9W91,산세,1,737,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-03-14,,2023-01-31,2023-01-31,2023-02-01,,2,1,6,11,A,A,8301,2023-03-06,8100,2023-03-13,6,0,,,0,0,,,0,0,,,0,0,8100,2023-03-13,A,2023-04-04,,,W
2023-03-13,2,9,S53082,B310597600,D23W2W0585,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,11,11,,S1065,SEAH METAL CO. LTD,D2023020048,036,D23W02W0801,N,2023-03-13,3,9W91,산세,1,300,8100,소형압연,2,S20,SEAM+터짐,제품불량,표면,4,JR,폐기,2023-03-13,B,2023-01-31,2023-01-31,2023-02-01,,1,1,5,9,A,A,8301,2023-02-13,8100,2023-02-23,11,0,,,0,0,,,0,0,,,0,0,8100,2023-02-23,B,2023-04-04,,,W
2023-03-14,2,9,S53080,B310646000,D23W3W0284,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,6,6,,S1065,SEAH METAL CO. LTD,D2023030131,046,D23W03W1410,N,2023-03-14,3,9W91,산세,1,725,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-03-14,,2023-01-31,2023-01-31,2023-02-01,,2,1,1,11,A,A,8301,2023-03-06,8100,2023-03-13,6,0,,,0,0,,,0,0,,,0,0,8100,2023-03-13,A,2023-04-04,,,W
2023-03-14,2,9,S53080,B310646000,D23W3W0284,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,6,6,,S1065,SEAH METAL CO. LTD,D2023030131,046,D23W03W1410,N,2023-03-14,3,9W91,산세,1,725,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-03-14,,2023-01-31,2023-01-31,2023-02-01,,2,1,1,11,A,A,8301,2023-03-06,8100,2023-03-13,6,0,,,0,0,,,0,0,,,0,0,8100,2023-03-13,A,2023-04-04,,,W
2023-04-12,2,9,S53406,B320669506,D23W4W0205,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,8.5,8.5,,S0808,TPLEX.CO.Ltd.,D2023040215,001,D23W04W1657,N,2023-04-12,3,9W91,산세,1,727,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-04-12,,2023-02-27,2023-02-27,2023-03-01,,4,3,4,12,A,A,8301,2023-04-03,8100,2023-04-12,8.5,0,,,0,0,,,0,0,,,0,0,8100,2023-04-12,D,2023-05-03,,,W
2023-09-11,2,9,S54745,B360553800,D23W8W1198,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,26,26,,S1065,SEAH METAL CO. LTD,D2023080184,004,D23W08W0764,N,2023-09-11,3,9W91,산세,1,"1,259",2Z00,2제강,2,S11,종크랙,제품불량,표면,4,RG,수동연마추가,2023-09-11,,2023-06-26,2023-06-26,2023-06-27,,3,2,5,4,A,A,8301,2023-08-25,8100,2023-08-28,26,0,,,0,0,,,0,0,,,0,0,8100,2023-08-28,C,2023-10-05,,,C
2023-09-11,2,9,S54745,B360556400,D23W8W1263,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,31,31,,S0808,TPLEX.CO.Ltd.,D2023080148,012,D23W08W0554,N,2023-09-11,3,9W91,산세,1,"1,224",2Z00,2제강,2,S11,종크랙,제품불량,표면,4,RG,수동연마추가,2023-09-11,,2023-06-26,2023-06-26,2023-06-27,,3,2,6,4,A,A,8301,2023-08-25,8100,2023-08-29,31,0,,,0,0,,,0,0,,,0,0,8100,2023-08-29,D,2023-10-05,,,C
2023-09-18,2,9,S54745,B360553700,D23W8W1197,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,26,26,,S0808,TPLEX.CO.Ltd.,D2023080148,011,D23W08W0534,N,2023-09-11,3,9W91,산세,1,"1,261",2Z00,2제강,2,S11,종크랙,제품불량,표면,4,RG,수동연마추가,2023-09-18,,2023-06-26,2023-06-26,2023-06-27,,3,2,1,1,A,A,8301,2023-08-25,8100,2023-08-28,26,0,,,0,0,,,0,0,,,0,0,8100,2023-08-28,C,2023-10-05,,,C
2023-04-12,2,9,S53406,B320669507,D23W4W0205,102,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,8.5,8.5,,S0808,TPLEX.CO.Ltd.,D2023040215,001,D23W04W1657,N,2023-04-12,3,9W91,산세,1,100,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-04-12,,2023-02-27,2023-02-27,2023-03-01,,4,3,1,13,A,A,8301,2023-04-03,8100,2023-04-12,8.5,0,,,0,0,,,0,0,,,0,0,8100,2023-04-12,D,2023-05-03,,,W
2023-04-12,2,9,S53406,B320669507,D23W4W0205,102,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,8.5,8.5,,S0808,TPLEX.CO.Ltd.,D2023040215,001,D23W04W1657,N,2023-04-12,3,9W91,산세,1,100,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-04-12,,2023-02-27,2023-02-27,2023-03-01,,4,3,1,13,A,A,8301,2023-04-03,8100,2023-04-12,8.5,0,,,0,0,,,0,0,,,0,0,8100,2023-04-12,D,2023-05-03,,,W
2023-06-19,2,9,S54433,B350592200,D23W6W0908,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,12.5,12.5,,S1065,SEAH METAL CO. LTD,D2023060220,011,D23W06W1170,N,2023-06-19,3,9W91,산세,1,125,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-06-19,,2023-05-25,2023-05-25,2023-05-26,,5,3,4,12,A,A,8301,2023-06-15,8100,2023-06-17,12.5,0,,,0,0,,,0,0,,,0,0,8100,2023-06-17,C,2023-07-04,,,W
2023-06-19,2,9,S54433,B350592200,D23W6W0908,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,12.5,12.5,,S1065,SEAH METAL CO. LTD,D2023060220,011,D23W06W1170,N,2023-06-19,3,9W91,산세,1,125,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-06-19,,2023-05-25,2023-05-25,2023-05-26,,5,3,4,12,A,A,8301,2023-06-15,8100,2023-06-17,12.5,0,,,0,0,,,0,0,,,0,0,8100,2023-06-17,C,2023-07-04,,,W
2023-07-28,2,9,S54431,B350686901,D23W7W0678,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,16,16,,S0808,TPLEX.CO.Ltd.,D2023070188,006,D23W07W1209,N,2023-07-28,3,9W91,산세,1,598,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-07-28,,2023-05-25,2023-05-25,2023-05-26,,5,1,3,8,D,D,8301,2023-07-11,8100,2023-07-18,16,0,,,0,0,,,0,0,,,0,0,8100,2023-07-18,C,2023-08-07,,,C
