년월일,업무구분,공장구분,HEAT_NO,LOT_NO,PON,공정순위,주조구분,재료코드,강종그룹,강종코드,사내강종명,사내강종명(제강),구)사내강종명,강종,품목,형상,용도,표면,열처리,폭,외경,내경,수요가,수요가명,수주번호,수주행번,생산의뢰번호,강관소재여부,발생일자,발생구분,발생공정,발생공정명,발생수량,발생중량,원인공정,원인공정명,이상구분,이상코드,이상코드명,이상분류,이상구분,상태코드,조치코드,조치코드명,조치일자,원인공정_작업조,출탕완료일시,주조완료일시,검사완료일시,초말구분,CAST내_수,CAST내_순,STRAND_NO,STRAND_SEQ,지시GR_종류,생산GR_종류,생산GR공정,GR_일자,압연공정1,압연일자1,압연외경1,압연폭1,압연공정2,압연일자2,압연외경2,압연폭2,압연공정3,압연일자3,압연외경3,압연폭3,압연공정4,압연일자4,압연외경4,압연폭4,최종압연공정,최종압연일자,제품압연작업조,생성일시,HCR,투입중량,주설비구분
2023-11-01,2,9,S55017,B370546401,D23WAW0712,112,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,12.5,12.5,,S1065,SEAH METAL CO. LTD,D2023100111,003,D23W10W1076,N,2023-11-01,3,9W91,산세,1,692,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-11-01,,2023-07-20,2023-07-20,2023-07-24,F,2,1,3,3,A,A,8301,2023-10-09,8100,2023-10-26,12.5,0,,,0,0,,,0,0,,,0,0,8100,2023-10-26,C,2023-12-04,,,W
2023-11-01,2,9,S55017,B370546401,D23WAW0712,112,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,12.5,12.5,,S1065,SEAH METAL CO. LTD,D2023100111,003,D23W10W1076,N,2023-11-01,3,9W91,산세,1,692,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-11-01,,2023-07-20,2023-07-20,2023-07-24,F,2,1,3,3,A,A,8301,2023-10-09,8100,2023-10-26,12.5,0,,,0,0,,,0,0,,,0,0,8100,2023-10-26,C,2023-12-04,,,W
2024-02-14,2,9,S56526,B410539800,D24W2W0255,90,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DZ,PK,SL,5.5,5.5,,S0394,"D S R CO.,LTD.",D2024020125,009,D24W02W1453,N,2024-02-14,3,9W91,산세,1,155,8100,소형압연,2,S20,SEAM+터짐,제품불량,표면,4,JR,폐기,2024-02-14,C,2024-01-31,2024-01-31,2024-02-01,,2,2,2,9,A,A,8301,2024-02-03,8100,2024-02-05,5.5,0,,,0,0,,,0,0,,,0,0,8100,2024-02-05,C,2024-03-05,,,W
2023-05-19,2,9,S54145,B340575704,D23W5W0382,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,8.5,8.5,,S0808,TPLEX.CO.Ltd.,D2023050184,001,D23W05W0663,N,2023-05-19,3,9W91,산세,1,"1,393",2Z00,2제강,2,S11,종크랙,제품불량,표면,4,RG,수동연마추가,2023-05-19,,2023-04-28,2023-04-28,2023-04-28,,2,2,3,10,A,A,8301,2023-05-06,8100,2023-05-14,8.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-14,B,2023-06-02,,,W
2024-02-28,2,9,S56525,B410579700,D24W2W1065,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,18,18,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2024020162,009,D24W02W0960,N,2024-02-28,3,9W91,산세,1,100,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2024-02-28,,2024-01-31,2024-01-31,2024-02-01,,2,1,1,6,A,A,8301,2024-02-22,8100,2024-02-23,18,0,,,0,0,,,0,0,,,0,0,8100,2024-02-23,A,2024-03-05,,,C
2024-02-28,2,9,S56525,B410579700,D24W2W1065,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,18,18,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2024020162,009,D24W02W0960,N,2024-02-28,3,9W91,산세,1,100,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2024-02-28,,2024-01-31,2024-01-31,2024-02-01,,2,1,1,6,A,A,8301,2024-02-22,8100,2024-02-23,18,0,,,0,0,,,0,0,,,0,0,8100,2024-02-23,A,2024-03-05,,,C
2023-02-25,2,9,S53081,B310623501,D23W2W1175,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PF,SL,18,18,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2023020073,007,D23W02W0793,N,2023-02-25,3,9W91,산세,1,677,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-02-25,,2023-01-31,2023-01-31,2023-02-01,,2,2,4,2,A,A,8301,2023-02-17,8100,2023-02-18,18,0,,,0,0,,,0,0,,,0,0,8100,2023-02-18,C,2023-03-03,,,C
2023-02-25,2,9,S53081,B310623501,D23W2W1175,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PF,SL,18,18,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2023020073,007,D23W02W0793,N,2023-02-25,3,9W91,산세,1,676,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-02-25,,2023-01-31,2023-01-31,2023-02-01,,2,2,4,2,A,A,8301,2023-02-17,8100,2023-02-18,18,0,,,0,0,,,0,0,,,0,0,8100,2023-02-18,C,2023-03-03,,,C
2023-02-27,2,9,S53082,B310604601,D23W2W0653,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,13.5,13.5,,S1065,SEAH METAL CO. LTD,D2023020048,038,D23W02W0694,N,2023-02-27,3,9W91,산세,1,"1,443",8100,소형압연,2,S20,SEAM+터짐,제품불량,표면,4,RG,수동연마추가,2023-02-27,B,2023-01-31,2023-01-31,2023-02-01,,1,1,4,5,A,A,8301,2023-02-13,8100,2023-02-25,13.5,0,,,0,0,,,0,0,,,0,0,8100,2023-02-25,B,2023-03-03,,,W
2023-02-01,2,9,S52718,B310328206,D23W1W1155,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,20.5,20.5,,S0808,TPLEX.CO.Ltd.,D2023010192,002,D23W01W1947,N,2023-02-01,3,9W91,산세,1,712,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-02-01,,2023-01-02,2023-01-02,2023-01-04,,2,2,2,6,A,A,8301,2023-01-18,8100,2023-01-24,20.5,0,,,0,0,,,0,0,,,0,0,8100,2023-01-24,D,2023-03-03,,,C
2023-02-01,2,9,S52718,B310328206,D23W1W1155,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,20.5,20.5,,S0808,TPLEX.CO.Ltd.,D2023010192,002,D23W01W1947,N,2023-02-01,3,9W91,산세,1,712,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-02-01,,2023-01-02,2023-01-02,2023-01-04,,2,2,2,6,A,A,8301,2023-01-18,8100,2023-01-24,20.5,0,,,0,0,,,0,0,,,0,0,8100,2023-01-24,D,2023-03-03,,,C
2023-11-22,2,9,S55759,B3A0394805,D23WBW0088,90,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,AE,PK,SL,8.5,8.5,,S0808,TPLEX.CO.Ltd.,D2023110090,001,D23W11W0319,N,2023-11-22,3,9W91,산세,1,"1,438",2Z00,2제강,2,S24,SCAB,제품불량,표면,4,JR,폐기,2023-11-22,,2023-10-10,2023-10-27,2023-10-30,,3,1,3,12,A,A,8301,2023-11-05,8100,2023-11-12,8.5,0,,,0,0,,,0,0,,,0,0,8100,2023-11-12,B,2023-12-04,,,W
2024-06-22,2,9,S56246,B410632801,D24W6W1173,100,T,7730,SSH,SSH034,STS303FS8,STS303FS7,,SUS303F,W,WR,DM,PK,SL,11.5,11.5,,20229,"DONG IL STEEL CO.,LTD.",D990704969,10,D24W06W0470,N,2024-06-22,3,9W91,산세,1,700,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-06-22,,2024-01-02,2024-01-02,2024-01-09,F,2,1,5,9,A,A,8301,2024-06-19,8100,2024-06-20,11.5,0,,,0,0,,,0,0,,,0,0,8100,2024-06-20,D,2024-07-01,,,W
2024-06-22,2,9,S56246,B410632801,D24W6W1173,100,T,7730,SSH,SSH034,STS303FS8,STS303FS7,,SUS303F,W,WR,DM,PK,SL,11.5,11.5,,20229,"DONG IL STEEL CO.,LTD.",D990704969,10,D24W06W0470,N,2024-06-22,3,9W91,산세,1,700,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-06-22,,2024-01-02,2024-01-02,2024-01-09,F,2,1,5,9,A,A,8301,2024-06-19,8100,2024-06-20,11.5,0,,,0,0,,,0,0,,,0,0,8100,2024-06-20,D,2024-07-01,,,W
2024-06-24,2,9,S57875,B460069000,D24W6W0585,90,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PK,SL,10.5,10.5,,S0835,"EUN SUNG WIRE LTD.,CO",D990705080,40,D24W06W1293,N,2024-06-24,3,9W91,산세,1,651,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-06-24,,2024-06-01,2024-06-01,2024-06-04,F,4,2,,,D,D,8301,2024-06-08,8100,2024-06-18,10.5,0,,,0,0,,,0,0,,,0,0,8100,2024-06-18,D,2024-07-01,,,W
2024-04-26,2,9,S56869,B430614001,D24W4W1171,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,21,21,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2024040071,013,D24W04W0511,N,2024-04-26,3,9W91,산세,1,"1,203",8100,소형압연,2,S13,SEAM,제품불량,표면,4,RG,수동연마추가,2024-04-26,B,2024-03-01,2024-03-01,2024-03-02,F,4,1,1,1,D,D,8301,2024-04-21,8100,2024-04-23,21,0,,,0,0,,,0,0,,,0,0,8100,2024-04-23,B,2024-05-03,,,C
2024-06-23,2,9,S57876,B460242001,D24W6W1185,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,14.5,14.5,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D990705087,110,D24W06W1528,N,2024-06-23,3,9W91,산세,1,720,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-06-23,,2024-06-01,2024-06-01,2024-06-04,C,4,3,1,7,A,A,8301,2024-06-19,8100,2024-06-22,14.5,0,,,0,0,,,0,0,,,0,0,8100,2024-06-22,D,2024-07-01,,,W
2024-06-23,2,9,S57876,B460242001,D24W6W1185,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,14.5,14.5,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D990705087,110,D24W06W1528,N,2024-06-23,3,9W91,산세,1,719,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-06-23,,2024-06-01,2024-06-01,2024-06-04,C,4,3,1,7,A,A,8301,2024-06-19,8100,2024-06-22,14.5,0,,,0,0,,,0,0,,,0,0,8100,2024-06-22,D,2024-07-01,,,W
2024-04-27,2,9,S56869,B430614004,D24W4W1171,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,21,21,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2024040071,013,D24W04W0511,N,2024-04-27,3,9W91,산세,1,"1,340",2Z00,2제강,2,S24,SCAB,제품불량,표면,4,RG,수동연마추가,2024-04-27,,2024-03-01,2024-03-01,2024-03-02,F,4,1,4,1,D,D,8301,2024-04-21,8100,2024-04-23,21,0,,,0,0,,,0,0,,,0,0,8100,2024-04-23,B,2024-05-03,,,C
2024-06-23,2,9,S57876,B460242002,D24W6W1185,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,14.5,14.5,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D990705087,110,D24W06W1528,N,2024-06-23,3,9W91,산세,1,706,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-06-23,,2024-06-01,2024-06-01,2024-06-04,C,4,3,1,4,A,A,8301,2024-06-19,8100,2024-06-22,14.5,0,,,0,0,,,0,0,,,0,0,8100,2024-06-22,D,2024-07-01,,,W
2024-01-27,2,9,S55761,B3A0469400,D24W1W1092,100,T,7730,SSH,SSH034,STS303FS8,STS303FS7,,STS303F,W,WR,DM,PK,SL,22,22,,S0808,TPLEX.CO.Ltd.,D2024010149,006,D24W01W1024,N,2024-01-27,3,9W91,산세,1,235,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2024-01-27,,2023-10-27,2023-10-27,2023-10-28,,3,3,5,7,A,A,8301,2024-01-24,8100,2024-01-24,22,0,,,0,0,,,0,0,,,0,0,8100,2024-01-24,D,2024-02-02,,,C
2024-06-23,2,9,S57876,B460242002,D24W6W1185,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,14.5,14.5,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D990705087,110,D24W06W1528,N,2024-06-23,3,9W91,산세,1,705,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-06-23,,2024-06-01,2024-06-01,2024-06-04,C,4,3,1,4,A,A,8301,2024-06-19,8100,2024-06-22,14.5,0,,,0,0,,,0,0,,,0,0,8100,2024-06-22,D,2024-07-01,,,W
2024-06-22,2,9,S57876,B460241201,D24W6W1178,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,12.5,12.5,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D990602603,210,D24W06W1328,N,2024-06-22,3,9W91,산세,1,681,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-06-22,,2024-06-01,2024-06-01,2024-06-04,C,4,3,5,7,A,A,8301,2024-06-19,8100,2024-06-20,12.5,0,,,0,0,,,0,0,,,0,0,8100,2024-06-20,B,2024-07-01,,,W
2024-06-22,2,9,S57876,B460241201,D24W6W1178,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,12.5,12.5,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D990602603,210,D24W06W1328,N,2024-06-22,3,9W91,산세,1,681,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-06-22,,2024-06-01,2024-06-01,2024-06-04,C,4,3,5,7,A,A,8301,2024-06-19,8100,2024-06-20,12.5,0,,,0,0,,,0,0,,,0,0,8100,2024-06-20,B,2024-07-01,,,W
2023-12-26,2,9,S55759,B3B0011107,D23WCW0806,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,16,16,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2023120302,014,D23W12W1597,N,2023-12-26,3,9W91,산세,1,734,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-12-26,,2023-10-10,2023-10-27,2023-10-30,,3,1,1,1,A,A,8301,2023-11-09,8100,2023-12-18,16,0,,,0,0,,,0,0,,,0,0,8100,2023-12-18,D,2024-01-03,,,C
2023-12-26,2,9,S55759,B3B0011125,D23WCW1098,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PF,SL,21,21,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2023120297,013,D23W12W1493,N,2023-12-26,3,9W91,산세,1,"1,348",2Z00,2제강,2,S11,종크랙,제품불량,표면,4,RG,수동연마추가,2023-12-26,,2023-10-10,2023-10-27,2023-10-30,,3,1,3,8,A,A,8301,2023-11-09,8100,2023-12-19,21,0,,,0,0,,,0,0,,,0,0,8100,2023-12-19,C,2024-01-03,,,C
2024-01-28,2,9,S55299,B380570700,E24W1W0175,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PK,SL,10.5,10.5,,S1294,RODACCIAI SPA,E2024020017,002,E24W01W0448,N,2024-01-28,3,9W91,산세,1,733,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2024-01-28,,2023-08-27,2023-08-27,2023-08-28,,4,2,6,7,A,A,8301,2024-01-14,8100,2024-01-17,10.5,0,,,0,0,,,0,0,,,0,0,8100,2024-01-17,D,2024-02-02,,,W
2023-12-26,2,9,S55759,B3B0011129,D23WCW1098,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PF,SL,21,21,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2023120297,013,D23W12W1493,N,2023-12-26,3,9W91,산세,1,739,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-12-26,,2023-10-10,2023-10-27,2023-10-30,,3,1,5,10,A,A,8301,2023-11-09,8100,2023-12-19,21,0,,,0,0,,,0,0,,,0,0,8100,2023-12-19,C,2024-01-03,,,C
2024-06-24,2,9,S57875,B460069000,D24W6W0585,90,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PK,SL,10.5,10.5,,S0835,"EUN SUNG WIRE LTD.,CO",D990705080,40,D24W06W1293,N,2024-06-24,3,9W91,산세,1,651,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-06-24,,2024-06-01,2024-06-01,2024-06-04,F,4,2,,,D,D,8301,2024-06-08,8100,2024-06-18,10.5,0,,,0,0,,,0,0,,,0,0,8100,2024-06-18,D,2024-07-01,,,W
2024-01-28,2,9,S55299,B380570700,E24W1W0175,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PK,SL,10.5,10.5,,S1294,RODACCIAI SPA,E2024020017,002,E24W01W0448,N,2024-01-28,3,9W91,산세,1,733,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2024-01-28,,2023-08-27,2023-08-27,2023-08-28,,4,2,6,7,A,A,8301,2024-01-14,8100,2024-01-17,10.5,0,,,0,0,,,0,0,,,0,0,8100,2024-01-17,D,2024-02-02,,,W
2023-12-26,2,9,S55759,B3B0011129,D23WCW1098,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PF,SL,21,21,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2023120297,013,D23W12W1493,N,2023-12-26,3,9W91,산세,1,738,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-12-26,,2023-10-10,2023-10-27,2023-10-30,,3,1,5,10,A,A,8301,2023-11-09,8100,2023-12-19,21,0,,,0,0,,,0,0,,,0,0,8100,2023-12-19,C,2024-01-03,,,C
2023-12-05,2,9,S55759,B3A0394800,D23WBW0088,93,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,AE,PK,SL,8.5,8.5,,S0808,TPLEX.CO.Ltd.,D2023110090,001,D23W11W0319,N,2023-12-05,3,9W91,산세,1,667,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-12-05,,2023-10-10,2023-10-27,2023-10-30,,3,1,6,10,A,A,8301,2023-11-05,8100,2023-11-12,8.5,0,,,0,0,,,0,0,,,0,0,8100,2023-11-12,B,2024-01-03,,,W
2023-12-05,2,9,S55759,B3A0394800,D23WBW0088,93,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,AE,PK,SL,8.5,8.5,,S0808,TPLEX.CO.Ltd.,D2023110090,001,D23W11W0319,N,2023-12-05,3,9W91,산세,1,666,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-12-05,,2023-10-10,2023-10-27,2023-10-30,,3,1,6,10,A,A,8301,2023-11-05,8100,2023-11-12,8.5,0,,,0,0,,,0,0,,,0,0,8100,2023-11-12,B,2024-01-03,,,W
2024-01-25,2,9,S55298,B380566709,D24W1W0053,90,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,AE,PK,SL,8.5,8.5,,S0808,TPLEX.CO.Ltd.,D2024010138,002,D24W01W0577,N,2024-01-25,3,9W91,산세,1,"1,286",2Z00,2제강,2,S41,줄파임,제품불량,표면,4,RG,수동연마추가,2024-01-25,,2023-08-26,2023-08-27,2023-08-28,,4,1,6,4,A,A,8301,2024-01-08,8100,2024-01-16,8.5,0,,,0,0,,,0,0,,,0,0,8100,2024-01-16,B,2024-02-02,,,W
2024-01-27,2,9,S55761,B3A0469400,D24W1W1092,100,T,7730,SSH,SSH034,STS303FS8,STS303FS7,,STS303F,W,WR,DM,PK,SL,22,22,,S0808,TPLEX.CO.Ltd.,D2024010149,006,D24W01W1024,N,2024-01-27,3,9W91,산세,1,235,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2024-01-27,,2023-10-27,2023-10-27,2023-10-28,,3,3,5,7,A,A,8301,2024-01-24,8100,2024-01-24,22,0,,,0,0,,,0,0,,,0,0,8100,2024-01-24,D,2024-02-02,,,C
2023-12-26,2,9,S55759,B3B0011110,D23WCW1098,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PF,SL,21,21,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2023120297,013,D23W12W1493,N,2023-12-26,3,9W91,산세,1,689,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-12-26,,2023-10-10,2023-10-27,2023-10-30,,3,1,6,3,A,A,8301,2023-11-09,8100,2023-12-19,21,0,,,0,0,,,0,0,,,0,0,8100,2023-12-19,C,2024-01-03,,,C
2023-12-26,2,9,S55759,B3B0011110,D23WCW1098,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PF,SL,21,21,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2023120297,013,D23W12W1493,N,2023-12-26,3,9W91,산세,1,689,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-12-26,,2023-10-10,2023-10-27,2023-10-30,,3,1,6,3,A,A,8301,2023-11-09,8100,2023-12-19,21,0,,,0,0,,,0,0,,,0,0,8100,2023-12-19,C,2024-01-03,,,C
2023-12-26,2,9,S55298,B380566403,D23WCW0638,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,17,17,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2023120302,015,D23W12W1641,N,2023-12-26,3,9W91,산세,1,687,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-12-26,,2023-08-26,2023-08-27,2023-08-28,,4,1,2,4,A,A,8301,2023-12-13,8100,2023-12-15,17,0,,,0,0,,,0,0,,,0,0,8100,2023-12-15,D,2024-01-03,,,C
2023-12-26,2,9,S55298,B380566403,D23WCW0638,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,17,17,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2023120302,015,D23W12W1641,N,2023-12-26,3,9W91,산세,1,686,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-12-26,,2023-08-26,2023-08-27,2023-08-28,,4,1,2,4,A,A,8301,2023-12-13,8100,2023-12-15,17,0,,,0,0,,,0,0,,,0,0,8100,2023-12-15,D,2024-01-03,,,C
2024-01-11,2,9,S55759,B3B0011313,D23WBW1329,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,5.5,5.5,,S1065,SEAH METAL CO. LTD,D2023110366,001,D23W11W1641,N,2024-01-11,3,9W91,산세,1,350,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2024-01-11,,2023-10-10,2023-10-27,2023-10-30,F,3,1,6,7,A,A,8301,2023-11-09,8100,2024-01-10,5.5,0,,,0,0,,,0,0,,,0,0,8100,2024-01-10,B,2024-02-02,,,W
2024-01-11,2,9,S55759,B3B0011313,D23WBW1329,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,5.5,5.5,,S1065,SEAH METAL CO. LTD,D2023110366,001,D23W11W1641,N,2024-01-11,3,9W91,산세,1,350,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2024-01-11,,2023-10-10,2023-10-27,2023-10-30,F,3,1,6,7,A,A,8301,2023-11-09,8100,2024-01-10,5.5,0,,,0,0,,,0,0,,,0,0,8100,2024-01-10,B,2024-02-02,,,W
2024-01-29,2,9,S55299,B380570701,E24W1W0175,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PK,SL,10.5,10.5,,S1294,RODACCIAI SPA,E2024020017,002,E24W01W0448,N,2024-01-29,3,9W91,산세,1,78,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2024-01-29,,2023-08-27,2023-08-27,2023-08-28,,4,2,2,9,A,A,8301,2024-01-14,8100,2024-01-17,10.5,0,,,0,0,,,0,0,,,0,0,8100,2024-01-17,D,2024-02-02,,,W
2023-11-24,2,9,S55017,B370558300,D23WBW0124,90,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DZ,PK,SL,5.5,5.5,,S0395,KOS LIMITED,D2023110193,001,D23W11W1237,N,2023-11-24,3,9W91,산세,1,"1,403",2Z00,2제강,2,S24,SCAB,제품불량,표면,4,RG,수동연마추가,2023-11-24,,2023-07-20,2023-07-20,2023-07-24,,2,1,6,10,A,A,8301,2023-11-02,8100,2023-11-08,5.5,0,,,0,0,,,0,0,,,0,0,8100,2023-11-08,B,2023-12-04,,,W
2023-11-01,2,9,S55301,B380505200,D23W9W1571,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,27,27,,S1065,SEAH METAL CO. LTD,D2023090190,009,D23W09W1636,N,2023-11-01,3,9W91,산세,1,100,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-11-01,,2023-08-27,2023-08-27,2023-08-28,,4,4,1,9,A,A,8301,2023-10-29,8100,2023-10-30,27,0,,,0,0,,,0,0,,,0,0,8100,2023-10-30,B,2023-12-04,,,C
2023-11-01,2,9,S55301,B380505200,D23W9W1571,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,27,27,,S1065,SEAH METAL CO. LTD,D2023090190,009,D23W09W1636,N,2023-11-01,3,9W91,산세,1,100,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-11-01,,2023-08-27,2023-08-27,2023-08-28,,4,4,1,9,A,A,8301,2023-10-29,8100,2023-10-30,27,0,,,0,0,,,0,0,,,0,0,8100,2023-10-30,B,2023-12-04,,,C
2023-12-26,2,9,S55759,B3B0011122,D23WCW1098,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PF,SL,21,21,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2023120297,013,D23W12W1493,N,2023-12-26,3,9W91,산세,1,741,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-12-26,,2023-10-10,2023-10-27,2023-10-30,,3,1,1,2,A,A,8301,2023-11-09,8100,2023-12-19,21,0,,,0,0,,,0,0,,,0,0,8100,2023-12-19,C,2024-01-03,,,C
